bag_id,trial_id,bag_set,original_bag_id,load_concentration,bag_colour,bag_set_detail,bag_content,bag_type,bag_placement
1,AD001-01,A,AD001-01_AD-T10-H7,HIGH,,,,,
2,AD001-01,A,AD001-01_AD-T7-H3,HIGH,,,,,
3,AD001-01,A,AD001-01_AD-T8-H1,HIGH,,,,,
4,AD001-01,A,AD001-01_AD-T8-L3,LOW,,,,,
5,AD001-01,B,AD001-01_AD-T10-H8,HIGH,,,,,
6,AD001-01,B,AD001-01_AD-T7-H4,HIGH,,,,,
7,AD001-01,B,AD001-01_AD-T8-H2,HIGH,,,,,
8,AD001-01,B,AD001-01_AD-T8-L4,LOW,,,,,
9,AD001-01,B,AD001-01_ST-R3-L2,LOW,,,,,
10,AD001-01,A,AD001-01_AD-T10-L7,LOW,,,,,
11,AD001-01,A,AD001-01_AD-T7-L5,LOW,,,,,
12,AD001-01,B,AD001-01_AD-T10-L8,LOW,,,,,
13,OWR001-01,Full,OWR001-01_BL1,LOW,,,,,
14,OWR001-01,Full,OWR001-01_CL3,LOW,,,,,
15,OWR001-01,B,OWR001-01_E2,LOW,,,,,
16,OWR001-01,B,OWR001-01_E4,LOW,,,,,
17,OWR001-01,Full,OWR001-01_H1,HIGH,,,,,
18,OWR001-01,Full,OWR001-01_H2,HIGH,,,,,
19,OWR001-01,Full,OWR001-01_H5,HIGH,,,,,
20,OWR001-01,A,OWR001-01_E5,LOW,,,,,
21,OWR001-01,Full,OWR001-01_H1,HIGH,,,,,
22,OWR001-01,Full,OWR001-01_BL1,LOW,,,,,
23,OWR001-01,Full,OWR001-01_H1,HIGH,,,,,
24,OWR001-01,Full,OWR001-01_H5,HIGH,,,,,
25,OWR001-01,Full,OWR001-01_H5,HIGH,,,,,
26,OWR001-01,Full,OWR001-01_BL1,LOW,,,,,
27,OWR001-01,Full,OWR001-01_H1,HIGH,,,,,
28,CASP001-01,B,CASP001-01_ST-R1-H8,HIGH,,,,,
29,CASP001-01,A,CASP001-01_ST-R1-L5,LOW,,,,,
30,CASP001-01,A,CASP001-01_ST-R2-H3,HIGH,,,,,
31,CASP001-01,B,CASP001-01_ST-R2-H4,HIGH,,,,,
32,CASP001-01,A,CASP001-01_ST-R2-L5,LOW,,,,,
33,CASP001-01,B,CASP001-01_ST-R2-L8,LOW,,,,,
34,CASP001-01,B,CASP001-01_ST-R3-H2,HIGH,,,,,
35,CASP001-01,A,CASP001-01_ST-R3-H7,HIGH,,,,,
36,CASP001-01,A,CASP001-01_ST-R3-L1,LOW,,,,,
37,CASP001-01,B,CASP001-01_ST-R3-L2,LOW,,,,,
38,CASP003-01,,CASP003-01_A1,,Black,CFTP baseline,,,
39,CASP003-01,,CASP003-01_A2,,Black,CFTP baseline,,,
40,CASP003-01,,CASP003-01_A3,,Black,CFTP baseline,,,
41,CASP003-01,,CASP003-01_C1,,Orange,Alter Eco Quinoa,,,
42,CASP003-01,,CASP003-01_C2,,Orange,Alter Eco Quinoa,,,
43,CASP003-01,,CASP003-01_C3,,Orange,Alter Eco Quinoa,,,
44,CASP003-01,,CASP003-01_B1,,White,Elk Packaging,,,
45,CASP003-01,,CASP003-01_B2,,White,Elk Packaging,,,
46,CASP003-01,,CASP003-01_B3,,White,Elk Packaging,,,
47,CASP003-01,,CASP003-01_D1,,Blue,Vegware Rigid Biopolymers,,,
48,CASP003-01,,CASP003-01_D2,,Blue,Vegware Rigid Biopolymers,,,
49,CASP003-01,,CASP003-01_D3,,Blue,Vegware Rigid Biopolymers,,,
50,OWR003-01,,OWR003-01_Blue-Zip-Tie-1,,Blue,,,,
51,OWR003-01,,OWR003-01_Blue-Zip-Tie-2,,Blue,,,,
52,OWR003-01,,OWR003-01_Blue-Zip-Tie-3,,Blue,,,,
53,OWR003-01,,OWR003-01_Blue-Zip-Tie-4,,Blue,,,,
54,OWR003-01,,OWR003-01_Blue-Zip-Tie-5,,Blue,,,,
55,OWR003-01,,OWR003-01_Blue-Zip-Tie-6,,Blue,,,,
56,OWR003-01,,OWR003-01_Yellow-Zip-Tie-1,,Yellow,,,,
57,OWR003-01,,OWR003-01_Yellow-Zip-Tie-2,,Yellow,,,,
58,OWR003-01,,OWR003-01_Yellow-Zip-Tie-3,,Yellow,,,,
59,OWR003-01,,OWR003-01_Yellow-Zip-Tie-4,,Yellow,,,,
60,OWR003-01,,OWR003-01_Yellow-Zip-Tie-5,,Yellow,,,,
61,OWR003-01,,OWR003-01_Yellow-Zip-Tie-6,,Yellow,,,,
62,OWR003-01,,OWR003-01_Red-Zip-Tie-1,,Red,,,,
63,OWR003-01,,OWR003-01_Red-Zip-Tie-2,,Red,,,,
64,OWR003-01,,OWR003-01_Red-Zip-Tie-3,,Red,,,,
65,OWR003-01,,OWR003-01_Red-Zip-Tie-4,,Red,,,,
66,OWR003-01,,OWR003-01_Red-Zip-Tie-5,,Red,,,,
67,OWR003-01,,OWR003-01_Red-Zip-Tie-6,,Red,,,,
68,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
69,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
70,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
71,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
72,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
73,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
74,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
75,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
76,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
77,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
78,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
79,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
80,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
81,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
82,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
83,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
84,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
85,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
86,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
87,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
88,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
89,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
90,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
91,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
92,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
93,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
94,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
95,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
96,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
97,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
98,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
99,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
100,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
101,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
102,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
103,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
104,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
105,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
106,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
107,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
108,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
109,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
110,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
111,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
112,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
113,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
114,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
115,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
116,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
117,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
118,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
119,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
120,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
121,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
122,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
123,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
124,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
125,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
126,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
127,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
128,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
129,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
130,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
131,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
132,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
133,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
134,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
135,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
136,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
137,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
138,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
139,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
140,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
141,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
142,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
143,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
144,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
145,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
146,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
147,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
148,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
149,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
150,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
151,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
152,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
153,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
154,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
155,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
156,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
157,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
158,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
159,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
160,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
161,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
162,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
163,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
164,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
165,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
166,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
167,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
168,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
169,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
170,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
171,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
172,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
173,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
174,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
175,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
176,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
177,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
178,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
179,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
180,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
181,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
182,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
183,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
184,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
185,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
186,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
187,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
188,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
189,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
190,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
191,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
192,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
193,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
194,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
195,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
196,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
197,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
198,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
199,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
200,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
201,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
202,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
203,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
204,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
205,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
206,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
207,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
208,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
209,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
210,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
211,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
212,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
213,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
214,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
215,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
216,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
217,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
218,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
219,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
220,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
221,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
222,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
223,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
224,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
225,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
226,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
227,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
228,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
229,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
230,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
231,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
232,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
233,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
234,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
235,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
236,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
237,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
238,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
239,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
240,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
241,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
242,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
243,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
244,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
245,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
246,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
247,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
248,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
249,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
250,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
251,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
252,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
253,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
254,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
255,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
256,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
257,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
258,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
259,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
260,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
261,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
262,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
263,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
264,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
265,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
266,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
267,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
268,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
269,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
270,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
271,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
272,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
273,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
274,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
275,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
276,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
277,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
278,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
279,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
280,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
281,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
282,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
283,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
284,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
285,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
286,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
287,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
288,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
289,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
290,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
291,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
292,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
293,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
294,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
295,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
296,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
297,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
298,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
299,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
300,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
301,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
302,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
303,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
304,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
305,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
306,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
307,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
308,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
309,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
310,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
311,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
312,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
313,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
314,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
315,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
316,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
317,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
318,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
319,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
320,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
321,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
322,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
323,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
324,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
325,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
326,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
327,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
328,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
329,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
330,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
331,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
332,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
333,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
334,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
335,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
336,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
337,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
338,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
339,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
340,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
341,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
342,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
343,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
344,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
345,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
346,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
347,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
348,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
349,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
350,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
