Trial ID,Test Method,Item ID,Item Format,Item Name,Item Description Refined,Item Description Refined (Trial),Material Class I,Material Class II,Material Class III,Start Weight,% Residuals (Mass),% Residuals (Area)
WR004-01,Mesh Bag,S,Cold Cup,PLA Cold Cup Lid 8oz,PLA Cold Cup Lid 8oz,,Biopolymer,Rigid Biopolymer (< 0.75mm),PLA,2.22,0.0,
WR005-01,Mesh Bag,S,Cold Cup,PLA Cold Cup Lid 8oz,PLA Cold Cup Lid 8oz,,Biopolymer,Rigid Biopolymer (< 0.75mm),PLA,2.22,0.0,0.0
WR005-01,Mesh Bag,S,Cold Cup,PLA Cold Cup Lid 8oz,PLA Cold Cup Lid 8oz,,Biopolymer,Rigid Biopolymer (< 0.75mm),PLA,2.22,0.0,0.0
WR005-01,Mesh Bag,S,Cold Cup,PLA Cold Cup Lid 8oz,PLA Cold Cup Lid 8oz,,Biopolymer,Rigid Biopolymer (< 0.75mm),PLA,2.22,0.218,0.093
WR005-01,Mesh Bag,S,Cold Cup,PLA Cold Cup Lid 8oz,PLA Cold Cup Lid 8oz,,Biopolymer,Rigid Biopolymer (< 0.75mm),PLA,2.22,0.0,0.0
ASP001-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
ASP001-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
ASP001-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
ASP001-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
ASP001-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP004-02,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.247,0.366
CASP004-02,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.824,1.0
CASP004-02,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP004-02,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.924,1.087
CASP004-02,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.1,0.175
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.018,0.037
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.018,0.037
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
CASP006-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP001-01,Bulk Dose,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP002-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP002-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP002-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP002-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP003-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.237,0.366
EASP003-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.074,0.141
EASP003-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
EASP003-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.027,0.049
EASP003-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
IV002-01,Bulk Dose,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.004,0.001
WR004-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.014,
WR004-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.013,
WR004-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.017,
WR004-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.006,
WR004-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.055,
WR005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.001,0.002
WR005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
WR005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
WR005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
WR005-01,Mesh Bag,D,Spoon,"Spoon PLA 6""","Spoon PLA 6""",,Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,4.54,0.0,0.0
ASP001-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
ASP001-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
ASP001-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
ASP001-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
ASP001-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP004-02,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.37,0.451
CASP004-02,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.319,0.391
CASP004-02,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP004-02,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.251,0.301
CASP004-02,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.049,0.064
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
CASP006-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP001-01,Bulk Dose,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP002-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.011,0.014
EASP002-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.017,0.012
EASP002-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP002-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP002-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP003-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.066,0.048
EASP003-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP003-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.003,0.003
EASP003-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
EASP003-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
IV002-01,Bulk Dose,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
WR004-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.051,
WR004-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.077,
WR004-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.105,
WR004-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.056,
WR004-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.252,
WR005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
WR005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
WR005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
WR005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
WR005-01,Mesh Bag,H,Straw,"Straw PHA 8""","Straw PHA 8""",,Biopolymer,Rigid Biopolymer (< 0.75mm),PHA,1.0,0.0,0.0
AD001-01,Mesh Bag,A6,Bowl,PLA-lined Paper Bowl 12oz,BÉSICS® 12 oz Soup bowl,BÉSICS® 12 oz Soup bowl,Fiber,Lined Fiber,PLA lined Paper,8.113333333,1.1444124897758592,
AD001-01,Mesh Bag,A6,Bowl,PLA-lined Paper Bowl 12oz,BÉSICS® 12 oz Soup bowl,BÉSICS® 12 oz Soup bowl,Fiber,Lined Fiber,PLA lined Paper,8.113333333,0.38270336895573964,
AD001-01,Mesh Bag,A6,Bowl,PLA-lined Paper Bowl 12oz,BÉSICS® 12 oz Soup bowl,BÉSICS® 12 oz Soup bowl,Fiber,Lined Fiber,PLA lined Paper,8.113333333,1.0901807724359154,
AD001-01,Mesh Bag,A6,Bowl,PLA-lined Paper Bowl 12oz,BÉSICS® 12 oz Soup bowl,BÉSICS® 12 oz Soup bowl,Fiber,Lined Fiber,PLA lined Paper,8.113333333,1.3927691044121928,
AD001-01,Mesh Bag,A6,Bowl,PLA-lined Paper Bowl 12oz,BÉSICS® 12 oz Soup bowl,BÉSICS® 12 oz Soup bowl,Fiber,Lined Fiber,PLA lined Paper,8.113333333,1.0316351684893852,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,1.26,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,0.0,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,1.058,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,1.2,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,1.004,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.5,0.0,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,1.1454545454545455,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,0.0,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,0.9618181818181818,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,1.0909090909090908,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,0.9127272727272726,
AD001-01,Mesh Bag,A14,Hot Cup Lid,CPLA Hot Cup Lid,BÉSICS® 8oz CPLA Hot cup lid,BÉSICS® 8oz CPLA Hot cup lid,Biopolymer,Rigid Biopolymer (< 0.75mm),CPLA,2.75,0.0,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,0.9000000001285714,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,1.3392857144770407,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,1.1550000001649998,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,0.23142857146163265,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,0.0,
AD001-01,Mesh Bag,A16,Bag,Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,BÉSICS® Cellulose bag 5x7in,Biopolymer,Biopolymer Film/Bag,Cellulose,2.333333333,0.0,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,1.840045249285078,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,0.43981900462439344,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,0.2626696833173461,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,0.0,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,0.0,
AD001-01,Mesh Bag,A17,Bowl,Unlined Bagasse Bowl,BÉSICS® Fibreware Bowl 16oz,BÉSICS® Fibreware Bowl 16oz,Fiber,Unlined Fiber,Bagasse,14.73333333,0.0,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,0.9455905512555582,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,0.6012992126457716,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,1.1579527559966891,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,0.817559055182485,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,0.0,
AD001-01,Mesh Bag,A19,Clamshell,Unlined Bagasse Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,BÉSICS® Fibreware Clamshell 9x9,Fiber,Unlined Fiber,Bagasse,42.33333333,0.8700000000685039,
AD001-01,Mesh Bag,A22,Cup Sleeve,Paper hot cup sleeve,BÉSICS® Sleeve,BÉSICS® Sleeve,Fiber,Unlined Fiber,Paper,5.933333333,1.0424157303956412,
AD001-01,Mesh Bag,A22,Cup Sleeve,Paper hot cup sleeve,BÉSICS® Sleeve,BÉSICS® Sleeve,Fiber,Unlined Fiber,Paper,5.933333333,0.9851123596059052,
AD001-01,Mesh Bag,A22,Cup Sleeve,Paper hot cup sleeve,BÉSICS® Sleeve,BÉSICS® Sleeve,Fiber,Unlined Fiber,Paper,5.933333333,0.48539325845423553,
AD001-01,Mesh Bag,A22,Cup Sleeve,Paper hot cup sleeve,BÉSICS® Sleeve,BÉSICS® Sleeve,Fiber,Unlined Fiber,Paper,5.933333333,0.9859550562351659,
AD001-01,Mesh Bag,A22,Cup Sleeve,Paper hot cup sleeve,BÉSICS® Sleeve,BÉSICS® Sleeve,Fiber,Unlined Fiber,Paper,5.933333333,1.0550561798345537,
AD001-01,Mesh Bag,A26,Wrap,PLA-lined Paper,BÉSICS® Wrap,BÉSICS® Wrap,Fiber,Lined Fiber,PLA lined Paper,10.0,0.211,
AD001-01,Mesh Bag,A26,Wrap,PLA-lined Paper,BÉSICS® Wrap,BÉSICS® Wrap,Fiber,Lined Fiber,PLA lined Paper,10.0,0.0,
AD001-01,Mesh Bag,A26,Wrap,PLA-lined Paper,BÉSICS® Wrap,BÉSICS® Wrap,Fiber,Lined Fiber,PLA lined Paper,10.0,0.259,
AD001-01,Mesh Bag,A26,Wrap,PLA-lined Paper,BÉSICS® Wrap,BÉSICS® Wrap,Fiber,Lined Fiber,PLA lined Paper,10.0,0.384,
AD001-01,Mesh Bag,A26,Wrap,PLA-lined Paper,BÉSICS® Wrap,BÉSICS® Wrap,Fiber,Lined Fiber,PLA lined Paper,10.0,0.274,
AD001-01,Mesh Bag,A30,Cutlery,CPLA Fork,"CPLA Fork 6"" - Stalk Market","CPLA Fork 6"" - Stalk Market",Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,5.133333333,1.0061688312341668,
AD001-01,Mesh Bag,A30,Cutlery,CPLA Fork,"CPLA Fork 6"" - Stalk Market","CPLA Fork 6"" - Stalk Market",Biopolymer,Rigid Biopolymer (> 0.75mm),CPLA,5.133333333,0.5415584415936077,
